name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7	ST_new	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain	Flag	Source_img
GCF_002918835	cfreundii	167	aspC(10)	clpX(12)	fadD(7)	mdh(72)	arcA(5)	dnaG(11)	lysP(11)	167	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04286973	"NA"	USA	2015	CFNIH6	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013336895	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082855	Human	USA	2019	YDC876	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_005281125	cfreundii	32	aspC(25)	clpX(23)	fadD(28)	mdh(22)	arcA(17)	dnaG(21)	lysP(24)	32	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11369626	"NA"	Poland	"NA"	wls707	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/poland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_001037485	cfreundii	-	aspC(~77)	clpX(70)	fadD(9)	mdh(7)	arcA(2)	dnaG(1)	lysP(~123)	placeholder_ST113	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN03280165	Human	"NA"	2014	MGH105	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_015135075	cfreundii	143	aspC(9)	clpX(11)	fadD(85)	mdh(11)	arcA(47)	dnaG(8)	lysP(68)	143	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMD00195868	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_009660335	cfreundii	-	aspC(~84)	clpX(~154)	fadD(~174)	mdh(~132)	arcA(71)	dnaG(~136)	lysP(145)	placeholder_ST201	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN08043190	Environment	Netherlands	2014	soB4	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/netherlands.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_018445725	cfreundii	396	aspC(16)	clpX(12)	fadD(70)	mdh(15)	arcA(88)	dnaG(6)	lysP(50)	396	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371903	Human	Germany	2019	sc19446287	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
ERQ0161	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	99.62%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
DB_3_F10	cfreundii	-	aspC(10)	clpX(12)	fadD(211)	mdh(15)	arcA(121?)	dnaG(6)	lysP(95)	placeholder_ST202	Citrobacter freundii	98.77%	Wastewater	Int	"NA"	Wastewater	Australia	2020	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_019270195	cfreundii	-	aspC(45)	clpX(22)	fadD(111)	mdh(94)	arcA(119)	dnaG(38)	lysP(189)	placeholder_ST105	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824631	Other	Thailand	"NA"	Colony363	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_019800135	cfreundii	415	aspC(151)	clpX(14)	fadD(33)	mdh(29)	arcA(18)	dnaG(9)	lysP(11)	415	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12349711	Human	Germany	"NA"	KE4473	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
DB_5_F12	cfreundii	-	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(~5)	placeholder_ST23	Citrobacter freundii	99.44%	Wastewater	Int	"NA"	Wastewater	Australia	2020	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_000313895	cfreundii	169	aspC(80)	clpX(10)	fadD(56)	mdh(13)	arcA(7)	dnaG(6)	lysP(61)	169	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02471429	Environment	Malaysia	2004	L17	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/malaysia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_001413075	cfreundii	100	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12)	dnaG(28)	lysP(11)	100	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872768	"NA"	USA	2011	RU2 LB28	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_014855635	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12219572	Human	Germany	2013	CF08698	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016502245	cfreundii	240	aspC(13)	clpX(18)	fadD(126)	mdh(21)	arcA(11)	dnaG(94)	lysP(53)	240	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN10435559	Other	USA	2017	CB00015	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
ERQ0310	cfreundii	150	aspC(10)	clpX(12)	fadD(13)	mdh(10)	arcA(10)	dnaG(9)	lysP(11)	150	Citrobacter freundii	99.47%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
ERQ0230	cfreundii	114	aspC(10)	clpX(12)	fadD(33)	mdh(6)	arcA(5)	dnaG(22)	lysP(5)	114	Citrobacter freundii	99.84%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_013458095	cfreundii	171	aspC(42)	clpX(86)	fadD(94)	mdh(76)	arcA(29)	dnaG(69)	lysP(80)	171	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN13520946	Human	China	2017	172116965	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013727235	cfreundii	110	aspC(61)	clpX(61)	fadD(68)	mdh(40)	arcA(30)	dnaG(38)	lysP(56)	110	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148737	Environment	United Kingdom	2017	RHBSTW-00903	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_018440275	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371780	Human	Germany	2018	bk18035705	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016501915	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16339982	Human	USA	2018	CB00139	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_004004895	cfreundii	91	aspC(48)	clpX(10)	fadD(14)	mdh(13)	arcA(32)	dnaG(6)	lysP(11)	91	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644693	Human	France	2017	122000000000	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_904859905	cfreundii	8	aspC(5)	clpX(5)	fadD(7)	mdh(6)	arcA(5)	dnaG(5)	lysP(5)	8	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA3357462	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
ERQ0159	cfreundii	110	aspC(61)	clpX(61)	fadD(68)	mdh(40)	arcA(30)	dnaG(38)	lysP(56)	110	Citrobacter braakii	99.85%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_019270455	cfreundii	-	aspC(45)	clpX(22)	fadD(111)	mdh(94)	arcA(119)	dnaG(38)	lysP(189)	placeholder_ST105	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824621	Other	Thailand	"NA"	Colony370	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_001880835	cfreundii	11	aspC(8)	clpX(7)	fadD(10)	mdh(8)	arcA(7)	dnaG(6)	lysP(11)	11	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05447746	Human	Spain	2013	CF10_ST11	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/spain.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016501085	cfreundii	412	aspC(76)	clpX(5)	fadD(73)	mdh(15)	arcA(7)	dnaG(11)	lysP(17)	412	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340011	Human	USA	2019	CB00170	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014903525	cfreundii	128	aspC(23)	clpX(20)	fadD(36)	mdh(60)	arcA(14)	dnaG(58)	lysP(62)	128	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN08148234	Human	USA	"NA"	MGH195	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_019731875	cfreundii	216	aspC(16)	clpX(63)	fadD(33)	mdh(6)	arcA(5)	dnaG(22)	lysP(14)	216	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12349708	Human	Germany	"NA"	KE4387	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001037515	cfreundii	-	aspC(14)	clpX(50)	fadD(~5)	mdh(1)	arcA(3)	dnaG(~167)	lysP(1)	placeholder_ST203	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN03280168	Human	"NA"	2014	MGH110	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016939595	cfreundii	65	aspC(16)	clpX(17)	fadD(20)	mdh(48)	arcA(12)	dnaG(11)	lysP(46)	65	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_014803195	cfreundii	-	aspC(15)	clpX(201?)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	placeholder_ST204	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205290	Human	France	2017	149j5	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
ERQ0225	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	99.44%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_000398865	cfreundii	225	aspC(82)	clpX(38)	fadD(43)	mdh(37)	arcA(24)	dnaG(32)	lysP(37)	225	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN00847668	"NA"	"NA"	"NA"	KTE32	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_017151495	cfreundii	388	aspC(45)	clpX(162)	fadD(39)	mdh(149)	arcA(38)	dnaG(40)	lysP(157)	388	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15659127	Avian	China	2019	F2R	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	Avian
GCF_013899405	cfreundii	-	aspC(9)	clpX(~117)	fadD(16)	mdh(71)	arcA(55)	dnaG(3)	lysP(13)	placeholder_ST205	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148082	Bovine	United Kingdom	2017	RHB12-C12	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_014901845	cfreundii	423	aspC(103)	clpX(170)	fadD(195)	mdh(90)	arcA(89)	dnaG(151)	lysP(164)	423	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN08148200	Human	USA	"NA"	UCI152	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_902160715	cfreundii	95	aspC(51)	clpX(53)	fadD(33)	mdh(15)	arcA(5)	dnaG(6)	lysP(5)	95	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA104567567	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016501525	cfreundii	-	aspC(103)	clpX(54)	fadD(123)	mdh(~90)	arcA(64)	dnaG(92)	lysP(107)	placeholder_ST112	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN16339999	Human	USA	2019	CB00157	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016501815	cfreundii	20	aspC(13)	clpX(15)	fadD(18)	mdh(14)	arcA(11)	dnaG(12)	lysP(15)	20	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN16339988	Human	USA	2019	CB00146	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002151815	cfreundii	187	aspC(33)	clpX(33)	fadD(36)	mdh(32)	arcA(14)	dnaG(29)	lysP(19)	187	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN04521901	Human	USA	2015	MGH152	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_004024365	cfreundii	11	aspC(8)	clpX(7)	fadD(10)	mdh(8)	arcA(7)	dnaG(6)	lysP(11)	11	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09289739	Environment	USA	2017	GEO_21_Eff_A	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_017151545	cfreundii	388	aspC(45)	clpX(162)	fadD(39)	mdh(149)	arcA(38)	dnaG(40)	lysP(157)	388	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15659130	Avian	China	2019	F6	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	Avian
GCF_013785085	cfreundii	-	aspC(84)	clpX(148)	fadD(~174)	mdh(132)	arcA(~71)	dnaG(~139)	lysP(144)	placeholder_ST206	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148628	Environment	United Kingdom	2017	RHBSTW-00477	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_008180565	cfreundii	114	aspC(10)	clpX(12)	fadD(33)	mdh(6)	arcA(5)	dnaG(22)	lysP(5)	114	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12628157	Human	USA	2019	KCJ3K347	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_902506735	cfreundii	-	aspC(~178)	clpX(~152)	fadD(214)	mdh(~178)	arcA(~75)	dnaG(-)	lysP(~187)	placeholder_ST7	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMEA6098291	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
SD_5_D4	cfreundii	341	aspC(26)	clpX(12)	fadD(14)	mdh(6)	arcA(5)	dnaG(28)	lysP(11)	341	Citrobacter freundii	99.61%	Gull	Int	"NA"	Gull	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/gull.png
GCF_004005235	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644700	Environmental facility	France	2017	109A5	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_004004715	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644706	Environmental facility	France	2017	064B7	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_014230205	cfreundii	350	aspC(58)	clpX(18)	fadD(184)	mdh(14)	arcA(81)	dnaG(14)	lysP(152)	350	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN15770403	Mammalian	China	2018	FF141	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	Mammalian
GCF_004322975	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03456000	"NA"	USA	2015	ABFQG	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_002289385	cfreundii	-	aspC(~133)	clpX(~98)	fadD(~226)	mdh(119)	arcA(69)	dnaG(40)	lysP(94)	placeholder_ST85	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN07441838	Insect	USA	2013	TSA-1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	Insect
GCF_016503835	cfreundii	59	aspC(23)	clpX(39)	fadD(44)	mdh(18)	arcA(14)	dnaG(35)	lysP(19)	59	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN12220310	Human	USA	2018	CB00105	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013743055	cfreundii	150	aspC(10)	clpX(12)	fadD(13)	mdh(10)	arcA(10)	dnaG(9)	lysP(11)	150	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_001471655	cfreundii	-	aspC(~178)	clpX(~152)	fadD(~214)	mdh(~136)	arcA(75)	dnaG(-)	lysP(~187)	placeholder_ST207	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN03996310	Human	USA	2014	FDAARGOS_166	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_019270255	cfreundii	-	aspC(~61)	clpX(22)	fadD(97)	mdh(40)	arcA(53)	dnaG(140)	lysP(78)	placeholder_ST208	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824628	Other	Thailand	"NA"	Colony217	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_013786345	cfreundii	-	aspC(~79)	clpX(82)	fadD(102)	mdh(81)	arcA(66)	dnaG(68)	lysP(78)	placeholder_ST209	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148552	Environment	United Kingdom	2017	RHBSTW-00229	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_016501885	cfreundii	-	aspC(103)	clpX(54)	fadD(123)	mdh(~90)	arcA(64)	dnaG(92)	lysP(107)	placeholder_ST112	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN16339985	Human	USA	2019	CB00142	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013337065	cfreundii	11	aspC(8)	clpX(7)	fadD(10)	mdh(8)	arcA(7)	dnaG(6)	lysP(11)	11	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082844	Human	USA	2018	RS77	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
ERQ0189	cfreundii	150	aspC(10)	clpX(12)	fadD(13)	mdh(10)	arcA(10)	dnaG(9)	lysP(11)	150	Citrobacter freundii	99.47%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_905232605	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_019448475	cfreundii	284	aspC(14)	clpX(6)	fadD(141)	mdh(7)	arcA(3)	dnaG(108)	lysP(51)	284	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20477952	Avian	China	2020	LHC3	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	Avian
SG18_100_2_S18	cfreundii	183	aspC(23)	clpX(89)	fadD(98)	mdh(19)	arcA(60)	dnaG(34)	lysP(23)	183	Citrobacter youngae	99.77%	Gull	Int	"NA"	Gull	Australia	2018	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/gull.png
