snp-dists 0.6.3,DB_3_D1,DB_3_F10,ERQ0043,ERQ0044,ERQ0045,ERQ0152,ERQ0154,ERQ0155,ERQ0156,ERQ0159,ERQ0160,ERQ0161,ERQ0162,ERQ0165,ERQ0169,ERQ0173,ERQ0186,ERQ0189,ERQ0192,ERQ0199,ERQ0200,ERQ0211,ERQ0212,ERQ0213,ERQ0216,ERQ0217,ERQ0222,ERQ0224,ERQ0225,ERQ0227,ERQ0230,ERQ0233,ERQ0241,ERQ0243,ERQ0246,ERQ0250,ERQ0251,ERQ0255,ERQ0259,ERQ0278,ERQ0310,ERQ0572,ERQ0672,ERQ0678,ERQ0681,ERQ0682,ERQ0685,ERQ0689,GCF_000018045,GCF_000155975,GCF_000158355,GCF_000238735,GCF_000342325,GCF_000388155,GCF_000521945,GCF_000521965,GCF_000582615,GCF_000692115,GCF_000731055,GCF_000734905,GCF_000764735,GCF_000783445,GCF_000783755,GCF_000783995,GCF_000786265,GCF_000786275,GCF_000826205,GCF_000835925,GCF_000937455,GCF_000937505,GCF_000972645,GCF_000981805,GCF_000982845,GCF_001022155,GCF_001022275,GCF_001276105,GCF_001276125,GCF_001281005,GCF_001471655,GCF_001546285,GCF_001546305,GCF_001552875,GCF_001558935,GCF_001559075,GCF_001718055,GCF_002042885,GCF_002073755,GCF_002114305,GCF_002151695,GCF_002185305,GCF_002208845,GCF_002208985,GCF_002786865,GCF_002796485,GCF_002796505,GCF_002843195,GCF_002863965,GCF_002871775,GCF_002880615,GCF_002903215,GCF_002903305,GCF_002918455,GCF_002918465,GCF_002918495,GCF_002918505,GCF_002918555,GCF_002918575,GCF_002918835,GCF_002918855,GCF_002918865,GCF_002918875,GCF_002918935,GCF_002919425,GCF_002919455,GCF_002919485,GCF_002919795,GCF_002919825,GCF_002923765,GCF_002934505,GCF_002939255,GCF_002946635,GCF_002947035,GCF_002947675,GCF_003015305,GCF_003019835,GCF_003175795,GCF_003184045,GCF_003226155,GCF_003255895,GCF_003665535,GCF_003665595,GCF_003665615,GCF_003665635,GCF_003665655,GCF_004322975,GCF_005280805,GCF_005280825,GCF_005280855,GCF_005280875,GCF_005280915,GCF_005280935,GCF_005280955,GCF_005280975,GCF_005281015,GCF_005281025,GCF_005281055,GCF_005281115,GCF_005281125,GCF_005281155,GCF_005281165,GCF_005281175,GCF_005281195,GCF_005281245,GCF_005281255,GCF_005281325,GCF_005281355,GCF_005406305,GCF_008931685,GCF_014332945,GCF_014333035,GCF_900079995,GCF_900080005,GCF_902387635,SD_2_G2,SD_5_A12,SD_5_D4,SD_9_A7,SD_9_B7,SD_9_C7,SD_9_H6,SG18_100_2_S18,SG18_109_2_S19,SG18_138_1_S32,SG18_138_2_S33,SG18_223_S110,SG18_227_S53,SG18_229_S54,SG18_265_S115,SG18_42_S4,SG18_8_S1
GCF_005281125,1301,1312,1312,1282,1312,1301,1301,1324,1302,1325,1283,1323,1325,1324,1320,1308,1308,1301,1283,1325,1308,1325,1307,1325,1325,1325,1283,1325,1301,1323,1316,1324,1314,1301,1325,1315,1324,1301,1309,1301,1302,1316,1327,1301,1301,1302,1301,1301,2681,1020,1299,1298,1312,1313,1305,1321,1320,1288,2857,1320,2956,2689,1322,1301,1315,1322,1683,3146,1322,1312,1311,2864,1300,1322,1322,2883,2883,1293,2873,1315,2681,2681,2875,2846,1301,1299,1294,116,2884,145,1327,2682,1303,1294,1321,1295,2692,1323,2842,1324,1283,1335,1335,1335,1299,2818,1328,1312,1312,1322,1340,2818,1335,1335,1335,1324,1312,1325,1312,1334,1294,2681,2681,1304,1339,1315,2683,2686,1288,1342,1311,1311,1323,1315,1322,2211,2199,1692,1651,1325,1285,0,1670,1684,581,2229,572,0,1326,1318,1637,2212,1335,167,1332,626,2689,1311,1481,2875,1306,1286,1301,2865,1320,1292,1655,1328,1311,1655,1657,1657,1652,1652,1635,1653,1656,2220,1678,2228
GCF_005281155,1089,1094,1110,1057,1110,1083,1083,148,1084,149,1058,1114,149,148,185,1109,1109,1083,1058,149,1105,149,1090,149,149,149,1058,149,1089,1111,1095,1112,1112,1083,149,1106,148,1083,1102,1083,1084,165,150,1089,1089,1090,1089,1089,2745,1267,1072,1069,1103,1106,1060,1122,1094,912,2878,1094,2961,2754,1123,895,177,132,1606,3222,1113,1101,166,2923,1082,1113,1113,2898,2898,1063,2897,1090,2744,2744,2898,2851,1083,1058,896,1326,2899,1328,123,2745,911,1059,1120,1069,2753,1113,2854,148,1058,175,175,175,933,2815,175,1111,1111,1113,1119,2815,175,175,175,148,1103,169,1111,148,1059,2751,2744,1093,1118,1106,2753,2742,1054,1121,1103,1106,1124,1090,1113,2155,2148,1603,1549,1,1059,1326,1576,1607,1326,2164,1316,1326,0,153,1556,2161,136,1308,146,1361,2743,1109,1209,2901,918,897,895,2890,143,1095,1554,167,1109,1554,1578,1578,1570,1570,1554,1583,1586,2155,1609,2165
GCF_005281165,1093,1100,1116,1069,1116,1070,1070,87,1071,88,1070,1096,88,87,170,1093,1093,1070,1070,88,1111,88,1077,88,88,88,1070,88,1093,1095,1099,1096,1091,1070,88,1112,87,1070,1109,1070,1071,199,134,1093,1093,1094,1093,1093,2749,1283,1073,1074,1109,1085,1075,1104,1100,886,2883,1100,2977,2759,1105,876,158,149,1593,3220,1095,1107,181,2926,1069,1095,1095,2906,2906,1075,2904,1093,2752,2752,2900,2866,1070,1070,875,1318,2907,1329,146,2753,884,1071,1102,1084,2758,1118,2865,87,1070,165,165,165,926,2824,163,1095,1095,1095,1117,2824,165,165,165,87,1111,140,1095,139,1071,2754,2752,1097,1116,1112,2756,2749,1064,1119,1109,1110,1106,1093,1095,2161,2156,1589,1561,152,1064,1318,1584,1594,1330,2178,1318,1318,153,0,1568,2170,121,1307,138,1356,2748,1115,1197,2906,892,874,876,2892,122,1089,1565,98,1115,1565,1563,1563,1555,1555,1566,1568,1572,2169,1596,2179
GCF_005281175,1328,1327,1331,1395,1331,1327,1327,1556,1328,1557,1396,1351,1557,1556,1561,1346,1346,1327,1396,1557,1329,1557,1328,1557,1557,1557,1396,1557,1328,1352,1326,1353,1346,1327,1557,1335,1556,1327,1322,1327,1328,1542,1566,1328,1328,1329,1328,1328,2738,1609,1414,1433,1322,1342,1415,1351,1336,1521,2933,1336,3001,2741,1352,1533,1544,1557,788,3217,1350,1314,1551,2944,1326,1350,1350,2946,2946,1424,2938,1312,2745,2745,2946,2915,1327,1411,1515,1641,2947,1631,1550,2746,1531,1405,1349,1428,2744,1329,2911,1556,1396,1561,1561,1561,1492,2873,1559,1348,1348,1350,1355,2873,1561,1561,1561,1556,1325,1565,1348,1569,1405,2729,2745,1326,1354,1335,2729,2730,1406,1357,1329,1318,1353,1312,1350,2199,2198,289,246,1555,1414,1637,286,789,1638,2218,1648,1637,1556,1568,0,2203,1561,1633,1561,1662,2736,1330,1454,2947,1538,1514,1533,2932,1552,1321,317,1570,1330,317,372,372,378,378,2,376,782,2207,302,2218
GCF_005281195,2161,2168,2166,2125,2166,2145,2145,2165,2146,2166,2126,2179,2166,2165,2158,2163,2163,2145,2126,2166,2161,2166,2148,2166,2166,2166,2126,2166,2161,2180,2164,2181,2180,2145,2166,2163,2165,2145,2162,2145,2146,2159,2172,2161,2161,2162,2161,2161,2868,2192,2147,2151,2172,2172,2145,2183,2153,2163,3031,2153,3138,2870,2184,2151,2154,2162,2242,3340,2178,2164,2155,3066,2144,2178,2178,3046,3046,2155,3038,2170,2884,2884,3053,3013,2145,2146,2162,2213,3047,2204,2158,2885,2162,2142,2181,2150,2873,2179,3024,2165,2126,2166,2166,2166,2082,3021,2164,2165,2165,2178,2193,3021,2166,2166,2166,2165,2160,2151,2165,2151,2142,2884,2884,2165,2192,2163,2886,2881,2151,2195,2151,2162,2185,2170,2178,90,96,2240,2219,2160,2138,2212,2219,2243,2230,194,2239,2212,2161,2170,2203,0,2176,2215,2160,2247,2891,2165,2247,3056,2164,2163,2151,3041,2152,2153,2224,2167,2165,2224,2245,2245,2236,2236,2201,2233,2238,188,2240,195
GCF_005281245,1095,1104,1118,1064,1118,1072,1072,122,1073,123,1065,1100,123,122,161,1097,1097,1072,1065,123,1113,123,1079,123,123,123,1065,123,1095,1095,1101,1096,1093,1072,123,1116,122,1072,1110,1072,1073,185,134,1095,1095,1096,1095,1095,2751,1283,1076,1079,1111,1089,1074,1108,1102,887,2878,1102,2976,2763,1109,879,175,148,1592,3225,1099,1109,186,2930,1071,1099,1099,2897,2897,1076,2895,1097,2754,2754,2896,2853,1072,1069,876,1334,2898,1342,145,2755,888,1072,1106,1080,2762,1121,2857,122,1065,175,175,175,936,2824,175,1099,1099,1099,1118,2824,175,175,175,122,1113,157,1099,142,1072,2758,2754,1099,1117,1116,2760,2751,1065,1120,1111,1114,1110,1097,1099,2166,2163,1584,1554,135,1065,1335,1582,1593,1340,2174,1327,1335,136,121,1561,2176,0,1317,132,1367,2751,1117,1191,2898,899,877,879,2886,119,1094,1561,133,1117,1561,1560,1560,1552,1552,1559,1565,1574,2165,1594,2175
GCF_005281255,1293,1302,1302,1279,1302,1287,1287,1312,1288,1313,1280,1307,1313,1312,1303,1304,1304,1287,1280,1313,1306,1313,1293,1313,1313,1313,1280,1313,1293,1311,1312,1312,1308,1287,1313,1303,1312,1287,1296,1287,1288,1300,1313,1293,1293,1294,1293,1293,2682,1023,1293,1296,1304,1301,1302,1307,1306,1293,2873,1306,2962,2689,1308,1298,1299,1307,1683,3133,1306,1308,1293,2865,1286,1306,1306,2902,2902,1293,2892,1309,2678,2678,2895,2869,1287,1296,1299,148,2903,134,1310,2679,1300,1287,1307,1284,2695,1316,2869,1312,1280,1318,1318,1318,1291,2812,1313,1305,1305,1306,1331,2812,1318,1318,1318,1312,1304,1305,1305,1312,1287,2682,2678,1300,1330,1303,2684,2691,1286,1333,1301,1301,1309,1309,1306,2211,2204,1684,1641,1307,1285,167,1663,1684,552,2227,547,167,1308,1307,1633,2215,1317,0,1313,596,2687,1301,1456,2895,1309,1285,1298,2886,1310,1287,1650,1312,1301,1650,1657,1657,1650,1650,1631,1654,1656,2217,1676,2227
GCF_005281325,1094,1099,1115,1063,1115,1067,1067,136,1068,137,1064,1095,137,136,158,1092,1092,1067,1064,137,1110,137,1074,137,137,137,1064,137,1094,1094,1100,1095,1090,1067,137,1111,136,1067,1107,1067,1068,174,148,1094,1094,1095,1094,1094,2748,1280,1068,1073,1108,1088,1071,1103,1099,888,2889,1099,2974,2759,1104,876,162,160,1589,3225,1094,1106,187,2932,1066,1094,1094,2910,2910,1075,2908,1094,2749,2749,2909,2867,1067,1064,875,1332,2911,1335,156,2750,887,1067,1101,1079,2760,1118,2868,136,1064,176,176,176,940,2821,180,1094,1094,1094,1113,2821,176,176,176,136,1108,140,1094,145,1067,2752,2749,1096,1112,1111,2754,2746,1062,1115,1108,1111,1105,1094,1094,2152,2146,1581,1553,145,1063,1332,1583,1590,1333,2161,1322,1332,146,138,1561,2160,132,1313,0,1365,2751,1114,1186,2911,898,876,876,2899,143,1091,1560,140,1114,1560,1556,1556,1548,1548,1559,1563,1572,2153,1586,2162
GCF_005281355,1319,1316,1324,1285,1324,1310,1310,1366,1311,1367,1286,1327,1367,1366,1363,1318,1318,1310,1286,1367,1323,1367,1314,1367,1367,1367,1286,1367,1319,1334,1324,1335,1322,1310,1367,1318,1366,1310,1316,1310,1311,1349,1363,1319,1319,1320,1319,1319,2674,1077,1295,1318,1324,1318,1305,1328,1324,1291,2893,1324,2988,2698,1329,1292,1344,1359,1727,3171,1326,1326,1348,2924,1309,1326,1326,2918,2918,1305,2918,1333,2681,2681,2915,2890,1310,1299,1294,613,2919,616,1361,2682,1280,1291,1326,1295,2704,1328,2877,1366,1286,1368,1368,1368,1303,2846,1365,1319,1319,1326,1343,2846,1368,1368,1368,1366,1320,1354,1319,1362,1291,2686,2681,1311,1342,1318,2688,2688,1298,1345,1318,1318,1330,1333,1326,2239,2237,1726,1691,1360,1293,626,1712,1728,263,2260,242,626,1361,1356,1662,2247,1367,596,1365,0,2686,1323,1483,2914,1300,1286,1292,2906,1350,1302,1697,1364,1323,1697,1704,1704,1699,1699,1660,1702,1700,2250,1727,2260
GCF_005406305,2710,2701,2711,2671,2711,2694,2694,2740,2695,2741,2672,2726,2740,2740,2731,2702,2702,2694,2672,2740,2700,2740,2700,2741,2741,2741,2672,2740,2710,2722,2703,2723,2712,2694,2741,2690,2740,2694,2704,2694,2695,2728,2749,2710,2710,2711,2710,2710,155,2641,2674,2676,2712,2710,2680,2714,2712,2679,2630,2712,2700,139,2715,2669,2736,2746,2779,2787,2725,2710,2728,2689,2693,2725,2725,2613,2613,2672,2618,2705,148,148,2618,2568,2694,2677,2678,2692,2614,2684,2733,149,2671,2668,2714,2679,154,2703,2558,2740,2670,2731,2731,2731,2730,2659,2731,2708,2708,2725,2734,2659,2731,2731,2731,2740,2710,2737,2708,2738,2668,154,148,2703,2733,2690,154,125,2686,2736,2712,2704,2716,2705,2725,2887,2895,2765,2760,2742,2685,2689,2756,2780,2691,2897,2707,2689,2743,2748,2736,2891,2751,2687,2751,2686,0,2710,2777,2635,2700,2671,2669,2629,2739,2698,2774,2742,2710,2774,2746,2746,2744,2744,2734,2736,2766,2890,2753,2896
GCF_008931685,123,136,1,664,1,153,153,1104,154,1105,665,163,1105,1104,1105,169,169,153,665,1105,132,1105,160,1105,1105,1105,665,1105,123,193,139,194,174,153,1105,151,1104,153,138,153,154,1094,1111,123,123,124,123,123,2721,1256,681,712,136,189,683,186,147,1050,2886,147,2956,2721,187,1044,1099,1107,1467,3186,162,124,1104,2915,152,162,162,2908,2908,689,2905,156,2714,2714,2899,2870,153,691,1041,1302,2909,1306,1102,2715,1051,680,184,685,2722,160,2855,1104,665,1108,1108,1108,1063,2823,1105,173,173,162,182,2823,1108,1108,1108,1104,14,1104,173,1113,680,2705,2714,131,181,151,2707,2711,671,184,142,103,188,156,162,2149,2149,1406,1354,1108,677,1311,1372,1468,1295,2168,1296,1311,1109,1115,1330,2165,1117,1301,1114,1323,2710,0,1088,2906,1053,1036,1044,2897,1096,167,1299,1111,0,1299,1320,1320,1322,1322,1328,1321,1439,2157,1424,2168
GCF_014332945,1072,1079,1089,1204,1089,1055,1055,1189,1056,1190,1205,1078,1190,1189,1182,1078,1078,1055,1205,1190,1094,1190,1060,1190,1190,1190,1205,1190,1072,1080,1076,1081,1074,1055,1190,1083,1189,1055,1066,1055,1056,1193,1183,1072,1072,1073,1072,1072,2776,1443,1215,1238,1079,1057,1224,1070,1082,1175,2916,1082,2993,2784,1071,1163,1186,1211,1468,3204,1077,1080,1204,2927,1054,1077,1077,2932,2932,1244,2931,1076,2784,2784,2930,2898,1055,1220,1155,1465,2933,1481,1207,2785,1166,1206,1068,1225,2787,1090,2895,1189,1205,1187,1187,1187,1144,2861,1188,1080,1080,1077,1092,2861,1187,1187,1187,1189,1080,1191,1080,1192,1206,2768,2784,1083,1091,1083,2770,2773,1220,1094,1080,1077,1072,1076,1077,2233,2235,1465,1449,1208,1208,1481,1504,1469,1442,2251,1456,1481,1209,1197,1454,2247,1191,1456,1186,1483,2777,1088,0,2933,1185,1154,1163,2924,1182,1079,1475,1194,1088,1475,1408,1408,1400,1400,1452,1412,1455,2246,1477,2254
GCF_014333035,2888,2885,2907,2857,2907,2883,2883,2905,2884,2906,2858,2893,2906,2905,2907,2888,2888,2883,2858,2906,2890,2906,2887,2906,2906,2906,2858,2906,2888,2889,2886,2890,2890,2883,2906,2887,2905,2883,2899,2883,2884,2911,2912,2888,2888,2889,2888,2888,2629,2835,2860,2867,2899,2881,2866,2887,2902,2885,125,2902,1303,2636,2888,2894,2905,2918,2945,2609,2892,2887,2913,1295,2882,2892,2892,199,199,2868,206,2887,2633,2633,129,666,2883,2858,2883,2893,200,2882,2897,2634,2889,2855,2887,2880,2637,2898,665,2905,2858,2917,2917,2917,2893,2673,2918,2889,2889,2892,2900,2673,2917,2917,2917,2905,2901,2904,2889,2897,2855,2628,2633,2899,2899,2887,2630,2626,2866,2902,2889,2896,2889,2887,2892,3062,3068,2976,2953,2900,2865,2875,2965,2946,2919,3059,2924,2875,2901,2906,2947,3056,2898,2895,2911,2914,2635,2906,2933,0,2904,2888,2894,129,2906,2885,2971,2912,2906,2971,2929,2929,2926,2926,2945,2938,2943,3056,2953,3060
GCF_900079995,1044,1045,1054,1004,1054,1028,1028,896,1029,897,1005,1052,897,896,899,1033,1033,1028,1005,897,1042,897,1033,897,897,897,1005,897,1044,1058,1039,1059,1040,1028,897,1057,896,1028,1046,1028,1029,904,906,1044,1044,1045,1044,1044,2703,1227,1015,1017,1047,1046,998,1052,1049,112,2887,1049,2968,2708,1053,114,892,909,1569,3197,1051,1040,905,2930,1027,1051,1051,2907,2907,1000,2897,1034,2693,2693,2903,2865,1028,1001,97,1315,2908,1315,912,2694,109,997,1050,1009,2705,1070,2860,896,1005,891,891,891,821,2811,886,1036,1036,1051,1072,2811,891,891,891,896,1048,892,1036,895,997,2701,2693,1038,1071,1057,2703,2702,999,1074,1056,1050,1054,1034,1051,2152,2148,1568,1541,917,1010,1306,1561,1570,1270,2176,1270,1306,918,892,1538,2164,899,1309,898,1300,2700,1053,1185,2904,0,116,114,2902,882,1014,1542,900,1053,1542,1520,1520,1510,1510,1536,1523,1537,2165,1566,2177
GCF_900080005,1023,1026,1037,994,1037,1009,1009,872,1010,873,995,1033,873,872,872,1021,1021,1009,995,873,1032,873,1016,873,873,873,995,873,1023,1039,1029,1040,1028,1009,873,1038,872,1009,1029,1009,1010,879,881,1023,1023,1024,1023,1023,2672,1218,1004,1007,1036,1028,985,1033,1031,100,2871,1031,2960,2678,1034,104,871,887,1547,3179,1032,1032,886,2918,1008,1032,1032,2893,2893,982,2882,1021,2663,2663,2893,2852,1009,990,91,1293,2894,1299,891,2664,115,991,1031,990,2674,1055,2846,872,995,863,863,863,804,2797,858,1024,1024,1032,1055,2797,863,863,863,872,1031,874,1024,875,991,2669,2663,1021,1054,1038,2671,2669,987,1057,1041,1031,1035,1021,1032,2152,2149,1543,1515,896,997,1286,1545,1548,1262,2177,1262,1286,897,874,1514,2163,877,1285,876,1286,2671,1036,1154,2888,116,0,104,2888,861,1008,1525,878,1036,1525,1501,1501,1491,1491,1512,1502,1519,2166,1536,2178
GCF_902387635,1033,1034,1045,999,1045,1016,1016,872,1017,873,1000,1040,873,872,873,1028,1028,1016,1000,873,1040,873,1023,873,873,873,1000,873,1033,1044,1039,1045,1033,1016,873,1048,872,1016,1039,1016,1017,879,882,1033,1033,1034,1033,1033,2674,1225,1009,1008,1046,1035,991,1038,1041,132,2875,1041,2959,2677,1039,0,873,890,1558,3182,1039,1042,885,2923,1015,1039,1039,2895,2895,991,2887,1031,2663,2663,2891,2852,1016,997,103,1304,2896,1310,889,2664,97,1002,1036,1000,2675,1063,2846,872,1000,867,867,867,807,2797,862,1031,1031,1039,1060,2797,867,867,867,872,1039,871,1031,874,1002,2673,2663,1029,1059,1048,2675,2669,996,1062,1049,1041,1040,1031,1039,2141,2137,1557,1533,894,1004,1301,1557,1559,1271,2165,1265,1301,895,876,1533,2151,879,1298,876,1292,2669,1044,1163,2894,114,104,0,2888,862,1013,1541,876,1044,1541,1516,1516,1506,1506,1531,1517,1530,2154,1550,2166
SD_2_G2,2881,2876,2898,2848,2898,2876,2876,2893,2877,2894,2849,2884,2894,2893,2893,2881,2881,2876,2849,2894,2882,2894,2880,2894,2894,2894,2849,2894,2881,2882,2879,2883,2884,2876,2894,2878,2893,2876,2892,2876,2877,2901,2898,2881,2881,2882,2881,2881,2621,2829,2853,2858,2892,2874,2858,2878,2893,2886,84,2893,1292,2630,2879,2888,2896,2908,2941,2596,2883,2878,2903,1284,2875,2883,2883,198,198,2858,206,2879,2628,2628,101,649,2876,2847,2881,2885,199,2874,2889,2629,2887,2844,2878,2871,2633,2889,644,2893,2849,2904,2904,2904,2883,2668,2905,2882,2882,2883,2893,2668,2904,2904,2904,2893,2892,2890,2882,2883,2844,2624,2628,2892,2892,2878,2626,2622,2857,2895,2884,2887,2880,2879,2883,3045,3051,2961,2935,2889,2852,2865,2950,2942,2918,3045,2919,2865,2890,2892,2932,3041,2886,2886,2899,2906,2629,2897,2924,129,2902,2888,2888,0,2896,2877,2956,2898,2897,2956,2915,2915,2911,2911,2930,2928,2934,3040,2935,3046
SD_5_A12,1072,1081,1097,1050,1097,1049,1049,113,1050,114,1051,1078,114,113,167,1075,1075,1049,1051,114,1094,114,1056,114,114,114,1051,114,1072,1075,1078,1076,1075,1049,114,1097,113,1049,1090,1049,1050,181,143,1072,1072,1073,1072,1072,2736,1265,1061,1061,1090,1071,1058,1090,1079,874,2884,1079,2978,2749,1091,862,160,149,1582,3220,1077,1088,181,2935,1048,1077,1077,2905,2905,1060,2900,1075,2739,2739,2902,2864,1049,1053,862,1325,2906,1329,168,2740,875,1058,1088,1066,2748,1100,2865,113,1051,167,167,167,917,2808,169,1077,1077,1077,1098,2808,167,167,167,113,1090,140,1077,143,1058,2744,2739,1080,1097,1097,2746,2739,1053,1100,1092,1095,1092,1075,1077,2140,2138,1575,1543,142,1057,1320,1575,1583,1319,2154,1308,1320,143,122,1552,2152,119,1310,143,1350,2739,1096,1182,2906,882,861,862,2896,0,1072,1552,138,1096,1552,1549,1549,1541,1541,1550,1554,1562,2145,1578,2155
SD_5_D4,142,153,168,639,168,144,144,1079,145,1080,640,135,1080,1079,1078,135,135,144,640,1080,157,1080,151,1080,1080,1080,640,1080,142,161,125,162,144,144,1080,142,1079,144,159,144,145,1079,1090,142,142,143,142,142,2711,1240,652,691,167,151,657,156,153,1007,2867,153,2938,2708,157,1013,1072,1094,1445,3164,134,136,1084,2891,143,134,134,2889,2889,667,2886,159,2704,2704,2879,2850,144,667,1001,1289,2890,1288,1085,2705,1019,653,154,668,2709,153,2836,1079,640,1083,1083,1083,1039,2813,1080,139,139,134,159,2813,1083,1083,1083,1079,165,1077,139,1090,653,2700,2704,122,158,142,2702,2700,646,161,170,158,158,159,134,2140,2138,1378,1339,1094,646,1292,1365,1446,1277,2152,1275,1292,1095,1089,1321,2153,1094,1287,1091,1302,2698,167,1079,2885,1014,1008,1013,2877,1072,0,1287,1090,167,1287,1289,1289,1288,1288,1319,1286,1410,2143,1394,2152
SD_9_A7,1297,1286,1300,1364,1300,1292,1292,1558,1293,1559,1365,1307,1559,1558,1562,1301,1301,1292,1365,1559,1302,1559,1295,1559,1559,1559,1365,1559,1297,1317,1285,1318,1305,1292,1559,1294,1558,1292,1286,1292,1293,1548,1567,1297,1297,1298,1297,1297,2776,1624,1388,1405,1300,1306,1390,1312,1304,1525,2960,1304,3011,2781,1313,1541,1545,1563,759,3215,1306,1280,1555,2962,1291,1306,1306,2972,2972,1399,2964,1278,2787,2787,2973,2930,1292,1383,1519,1658,2973,1651,1552,2788,1534,1383,1310,1408,2785,1297,2928,1558,1365,1565,1565,1565,1494,2896,1562,1303,1303,1306,1323,2896,1565,1565,1565,1558,1296,1565,1303,1569,1383,2766,2787,1292,1322,1294,2768,2769,1379,1325,1304,1292,1314,1278,1306,2224,2224,270,249,1553,1382,1655,239,760,1665,2243,1674,1655,1554,1565,317,2224,1561,1650,1560,1697,2774,1299,1475,2971,1542,1525,1541,2956,1552,1287,0,1572,1299,0,304,304,316,316,315,324,756,2232,252,2243
SD_9_B7,1093,1100,1112,1069,1112,1066,1066,105,1067,106,1070,1096,106,105,171,1094,1094,1066,1070,106,1110,106,1073,106,106,106,1070,106,1093,1091,1099,1092,1091,1066,106,1112,105,1066,1109,1066,1067,181,132,1093,1093,1094,1093,1093,2743,1284,1074,1078,1108,1085,1075,1102,1098,886,2890,1098,2985,2755,1103,876,168,177,1601,3232,1095,1105,175,2935,1065,1095,1095,2907,2907,1073,2909,1092,2746,2746,2906,2869,1066,1068,875,1331,2908,1337,164,2747,888,1071,1100,1081,2754,1117,2872,105,1070,175,175,175,944,2815,183,1096,1096,1095,1114,2815,175,175,175,105,1107,146,1096,151,1071,2750,2746,1098,1113,1112,2752,2745,1063,1116,1110,1108,1104,1092,1095,2156,2153,1593,1567,166,1065,1328,1592,1602,1335,2176,1324,1328,167,98,1570,2167,133,1312,140,1364,2742,1111,1194,2912,900,878,876,2898,138,1090,1572,0,1111,1572,1568,1568,1562,1562,1568,1575,1580,2167,1601,2177
SD_9_C7,123,136,1,664,1,153,153,1104,154,1105,665,163,1105,1104,1105,169,169,153,665,1105,132,1105,160,1105,1105,1105,665,1105,123,193,139,194,174,153,1105,151,1104,153,138,153,154,1094,1111,123,123,124,123,123,2721,1256,681,712,136,189,683,186,147,1050,2886,147,2956,2721,187,1044,1099,1107,1467,3186,162,124,1104,2915,152,162,162,2908,2908,689,2905,156,2714,2714,2899,2870,153,691,1041,1302,2909,1306,1102,2715,1051,680,184,685,2722,160,2855,1104,665,1108,1108,1108,1063,2823,1105,173,173,162,182,2823,1108,1108,1108,1104,14,1104,173,1113,680,2705,2714,131,181,151,2707,2711,671,184,142,103,188,156,162,2149,2149,1406,1354,1108,677,1311,1372,1468,1295,2168,1296,1311,1109,1115,1330,2165,1117,1301,1114,1323,2710,0,1088,2906,1053,1036,1044,2897,1096,167,1299,1111,0,1299,1320,1320,1322,1322,1328,1321,1439,2157,1424,2168
SD_9_H6,1297,1286,1300,1364,1300,1292,1292,1558,1293,1559,1365,1307,1559,1558,1562,1301,1301,1292,1365,1559,1302,1559,1295,1559,1559,1559,1365,1559,1297,1317,1285,1318,1305,1292,1559,1294,1558,1292,1286,1292,1293,1548,1567,1297,1297,1298,1297,1297,2776,1624,1388,1405,1300,1306,1390,1312,1304,1525,2960,1304,3011,2781,1313,1541,1545,1563,759,3215,1306,1280,1555,2962,1291,1306,1306,2972,2972,1399,2964,1278,2787,2787,2973,2930,1292,1383,1519,1658,2973,1651,1552,2788,1534,1383,1310,1408,2785,1297,2928,1558,1365,1565,1565,1565,1494,2896,1562,1303,1303,1306,1323,2896,1565,1565,1565,1558,1296,1565,1303,1569,1383,2766,2787,1292,1322,1294,2768,2769,1379,1325,1304,1292,1314,1278,1306,2224,2224,270,249,1553,1382,1655,239,760,1665,2243,1674,1655,1554,1565,317,2224,1561,1650,1560,1697,2774,1299,1475,2971,1542,1525,1541,2956,1552,1287,0,1572,1299,0,304,304,316,316,315,324,756,2232,252,2243
SG18_100_2_S18,1312,1312,1321,1400,1321,1284,1284,1552,1285,1553,1401,1303,1553,1552,1557,1306,1306,1284,1401,1553,1309,1553,1285,1553,1553,1553,1401,1553,1312,1317,1307,1318,1295,1284,1553,1313,1552,1284,1303,1284,1285,1565,1557,1312,1312,1313,1312,1312,2746,1633,1418,1452,1316,1290,1419,1310,1323,1501,2920,1323,2972,2752,1311,1516,1554,1581,775,3213,1302,1301,1569,2931,1283,1302,1302,2927,2927,1421,2921,1303,2749,2749,2930,2910,1284,1417,1494,1658,2928,1657,1571,2750,1513,1425,1308,1434,2754,1315,2898,1552,1401,1561,1561,1561,1499,2885,1558,1308,1308,1302,1330,2885,1561,1561,1561,1552,1315,1559,1308,1564,1425,2733,2749,1305,1329,1313,2735,2736,1418,1332,1314,1311,1312,1303,1302,2239,2239,308,285,1577,1414,1657,305,776,1672,2247,1680,1657,1578,1563,372,2245,1560,1657,1556,1704,2746,1320,1408,2929,1520,1501,1516,2915,1549,1289,304,1568,1320,304,0,0,20,20,370,72,771,2236,216,2247
